"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","success","button_pressed","left_right_s1","left_right_s2","reward_s1","reward_s2"
"html-keyboard-response","134","123818","0.0-4.0-2.32","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","135","124731","0.0-4.0-3.32","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","136","125660","0.0-4.0-0.33","928.249999997206","","","","1","2","1","1","0"
"html-keyboard-response","137","126165","0.0-4.0-1.33","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","138","127169","0.0-4.0-2.33","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","139","127681","0.0-4.0-3.33","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","140","128422","0.0-4.0-0.34","740.4650000025867","","","","1","1","2","1","1"
"html-keyboard-response","141","128925","0.0-4.0-1.34","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","142","129926","0.0-4.0-2.34","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","143","131102","0.0-4.0-3.34","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","144","132130","0.0-4.0-0.35","1026.8799999976181","","","","1","2","1","1","0"
"html-keyboard-response","145","132631","0.0-4.0-1.35","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","146","133635","0.0-4.0-2.35","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","147","134760","0.0-4.0-3.35","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","148","135880","0.0-4.0-0.36","1118.6450000022887","","","","1","2","1","0","1"
"html-keyboard-response","149","136385","0.0-4.0-1.36","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","150","137391","0.0-4.0-2.36","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","151","138159","0.0-4.0-3.36","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","152","139044","0.0-4.0-0.37","883.5550000003423","","","","0","1","2","1","0"
"html-keyboard-response","153","139545","0.0-4.0-1.37","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","154","140549","0.0-4.0-2.37","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","155","141593","0.0-4.0-3.37","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","156","142406","0.0-4.0-0.38","811.5399999951478","","","","0","1","2","1","0"
"html-keyboard-response","157","142910","0.0-4.0-1.38","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","158","143913","0.0-4.0-2.38","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","159","144903","0.0-4.0-3.38","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","160","145998","0.0-4.0-0.39","1093.524999996589","","","","0","1","2","1","0"
"html-keyboard-response","161","146503","0.0-4.0-1.39","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","162","147508","0.0-4.0-2.39","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","163","148688","0.0-4.0-3.39","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","164","149784","0.0-4.0-0.40","1094.9600000021746","","","","0","2","1","1","1"
"html-keyboard-response","165","150290","0.0-4.0-1.40","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","166","151293","0.0-4.0-2.40","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","167","152071","0.0-4.0-3.40","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","168","152988","0.0-4.0-0.41","916.3550000012037","","","","0","1","2","0","1"
"html-keyboard-response","169","153491","0.0-4.0-1.41","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","170","154494","0.0-4.0-2.41","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","171","155540","0.0-4.0-3.41","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","172","156326","0.0-4.0-0.42","784.9399999977322","","","","0","1","2","0","1"
"html-keyboard-response","173","156830","0.0-4.0-1.42","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","174","157834","0.0-4.0-2.42","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","175","158839","0.0-4.0-3.42","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","176","160138","0.0-4.0-0.43","1297.6650000055088","","","","1","1","2","0","1"
"html-keyboard-response","177","160641","0.0-4.0-1.43","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","178","161645","0.0-4.0-2.43","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","179","162438","0.0-4.0-3.43","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","180","163686","0.0-4.0-0.44","1246.9850000052247","","","","1","2","1","0","0"
"html-keyboard-response","181","164189","0.0-4.0-1.44","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","182","165193","0.0-4.0-2.44","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","183","166583","0.0-4.0-3.44","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","184","167544","0.0-4.0-0.45","959.9700000035227","","","","1","2","1","0","1"
"html-keyboard-response","185","168047","0.0-4.0-1.45","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","186","169050","0.0-4.0-2.45","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","187","169571","0.0-4.0-3.45","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","188","170322","0.0-4.0-0.46","749.7650000004796","","","","1","2","1","1","0"
"html-keyboard-response","189","170824","0.0-4.0-1.46","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","190","171827","0.0-4.0-2.46","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","191","172591","0.0-4.0-3.46","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","192","174252","0.0-4.0-0.47","1660.200000005716","","","","1","1","2","0","1"
"html-keyboard-response","193","174758","0.0-4.0-1.47","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","194","175760","0.0-4.0-2.47","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","195","176292","0.0-4.0-3.47","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","196","177228","0.0-4.0-0.48","934.8549999995157","","","","1","2","1","0","1"
"html-keyboard-response","197","177730","0.0-4.0-1.48","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","198","178735","0.0-4.0-2.48","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","199","179708","0.0-4.0-3.48","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","200","180280","0.0-4.0-0.49","571.6499999980442","","","","1","1","2","0","1"
"html-keyboard-response","201","180781","0.0-4.0-1.49","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","202","181787","0.0-4.0-2.49","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","203","182385","0.0-4.0-3.49","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","204","183400","0.0-4.0-0.50","1014.4249999939348","","","","1","2","1","0","0"
"html-keyboard-response","205","183902","0.0-4.0-1.50","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","206","184905","0.0-4.0-2.50","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","207","185847","0.0-4.0-3.50","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","208","186444","0.0-4.0-0.51","596.5999999971245","","","","1","1","2","1","1"
"html-keyboard-response","209","186947","0.0-4.0-1.51","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","210","187951","0.0-4.0-2.51","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","211","189116","0.0-4.0-3.51","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","212","189694","0.0-4.0-0.52","576.6050000020186","","","","1","1","2","0","1"
"html-keyboard-response","213","190197","0.0-4.0-1.52","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","214","191200","0.0-4.0-2.52","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","215","192655","0.0-4.0-3.52","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","216","193204","0.0-4.0-0.53","548.4550000037416","","","","1","1","2","1","1"
"html-keyboard-response","217","193705","0.0-4.0-1.53","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","218","194711","0.0-4.0-2.53","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","219","196213","0.0-4.0-3.53","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","220","197210","0.0-4.0-0.54","995.7349999967846","","","","1","2","1","0","1"
"html-keyboard-response","221","197713","0.0-4.0-1.54","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","222","198716","0.0-4.0-2.54","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","223","199397","0.0-4.0-3.54","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","224","200384","0.0-4.0-0.55","986.5250000002561","","","","1","2","1","0","1"
"html-keyboard-response","225","200888","0.0-4.0-1.55","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","226","201889","0.0-4.0-2.55","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","227","202563","0.0-4.0-3.55","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","228","203532","0.0-4.0-0.56","967.9050000049756","","","","0","2","1","0","1"
"html-keyboard-response","229","204034","0.0-4.0-1.56","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","230","205038","0.0-4.0-2.56","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","231","206060","0.0-4.0-3.56","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","232","206576","0.0-4.0-0.57","515.2350000062142","","","","1","1","2","0","0"
"html-keyboard-response","233","207080","0.0-4.0-1.57","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","234","208082","0.0-4.0-2.57","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","235","209002","0.0-4.0-3.57","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","236","209540","0.0-4.0-0.58","537.1850000010454","","","","1","1","2","0","1"
"html-keyboard-response","237","210046","0.0-4.0-1.58","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","238","211052","0.0-4.0-2.58","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","239","212266","0.0-4.0-3.58","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","240","213216","0.0-4.0-0.59","949.0500000028987","","","","1","2","1","0","1"
"html-keyboard-response","241","213719","0.0-4.0-1.59","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","242","214721","0.0-4.0-2.59","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","243","215530","0.0-4.0-3.59","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","244","216340","0.0-4.0-0.60","809.4299999938812","","","","1","2","1","1","1"
"html-keyboard-response","245","216845","0.0-4.0-1.60","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","246","217848","0.0-4.0-2.60","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","247","218595","0.0-4.0-3.60","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","248","219498","0.0-4.0-0.61","902.2949999998673","","","","0","1","2","1","1"
"html-keyboard-response","249","220001","0.0-4.0-1.61","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","250","221005","0.0-4.0-2.61","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","251","221697","0.0-4.0-3.61","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","252","222678","0.0-4.0-0.62","980.6699999971897","","","","0","2","1","0","1"
"html-keyboard-response","253","223180","0.0-4.0-1.62","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","254","224185","0.0-4.0-2.62","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","255","225309","0.0-4.0-3.62","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","256","226202","0.0-4.0-0.63","892.439999995986","","","","1","1","2","0","1"
"html-keyboard-response","257","226708","0.0-4.0-1.63","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","258","227709","0.0-4.0-2.63","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","259","228303","0.0-4.0-3.63","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","260","229182","0.0-4.0-0.64","878.580000004149","","","","1","1","2","0","0"
"html-keyboard-response","261","229687","0.0-4.0-1.64","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","262","230693","0.0-4.0-2.64","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","263","231445","0.0-4.0-3.64","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","264","232064","0.0-4.0-0.65","618.2699999990291","","","","1","1","2","0","1"
"html-keyboard-response","265","232568","0.0-4.0-1.65","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","266","233573","0.0-4.0-2.65","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","267","234578","0.0-4.0-3.65","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","268","235962","0.0-4.0-0.66","1383.495000001858","","","","1","2","1","0","1"
"html-keyboard-response","269","236465","0.0-4.0-1.66","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
